text,subject,sender,label
"Hi Jessica, your expense report for $173.74 has been approved by management and submitted to payroll.",Expense Report Approved: $173.74,finance@company.com,0
"Urgent invoice payment overdue! Invoice #INV-29 for $2,733.00 is overdue by 14 days. Pay online now at http://quickbooks-online-pay.com to avoid legal penalties.",Overdue Invoice #INV-29,billing@quickbooks-online-pay.com,1
Your Apple Store order #668-80239-12 is ready for pickup at Apple Store Lagos.,Apple Store Pickup Ready #668-80239-12,no-reply@apple.com,0
Your Slack verification code is 576-733. Enter this code on the Slack login page to sign in.,Slack Verification Code,no-reply@slack.com,0
"FINAL NOTICE: Your Facebook subscription payment of $1,411.00 was declined. Update your credit card details immediately at http://faceb00k-billing-update.com to avoid service interruption.",Payment Failure - Action Required,support@faceb00k-billing-update.com,1
"Hi Daniel, your expense report for $375.79 has been approved by management and submitted to payroll.",Expense Report Approved: $375.79,finance@company.com,0
"IRS TAX REFUND ALERT: You are eligible to receive a tax refund of $2,636.00. Submit your SSN and bank account details at http://irs-tax-refund-portal.com",IRS Tax Refund Notification,refund@irs-tax-refund-portal.com,1
"Urgent invoice payment overdue! Invoice #INV-40 for $1,901.00 is overdue by 14 days. Pay online now at http://quickbooks-online-pay.com to avoid legal penalties.",Overdue Invoice #INV-40,billing@quickbooks-online-pay.com,1
Thank you for your payment of $717.94 for your Microsoft 365 Subscription. Invoice #586-77490-62.,Microsoft 365 Payment Confirmation,no-reply@microsoft.com,0
"URGENT WIRE TRANSFER: I am in a board meeting right now and need you to process an urgent wire payment of $3,739.00 to our new supplier. Reply with confirmation once sent.",Confidential Request,ceo@company-exec-mail.com,1
Thank you for your payment of $701.10 for your Microsoft 365 Subscription. Invoice #926-77896-68.,Microsoft 365 Payment Confirmation,no-reply@microsoft.com,0
Payroll Direct Deposit Change: Please update my bank account routing details for this week's paycheck immediately. Click here: http://payroll-portal-hr-update.com,Urgent Direct Deposit Update,employee-payroll-change@company-portal-hr.com,1
"Notification of Unclaimed Inheritance: You have been listed as a beneficiary for an unclaimed estate of $2,754.00. Contact agent at http://unclaimed-estate-claim.com",Beneficiary Notification,attorney@unclaimed-estate-claim.com,1
"FINAL NOTICE: Your Google subscription payment of $2,683.00 was declined. Update your credit card details immediately at http://g00gle-billing-update.com to avoid service interruption.",Payment Failure - Action Required,support@g00gle-billing-update.com,1
Your Apple Store order #389-15730-50 is ready for pickup at Apple Store St. Petersburg.,Apple Store Pickup Ready #389-15730-50,no-reply@apple.com,0
Please join us for a lunch & learn presentation on React Server Components this Thursday at 12 PM in Conference Room B.,Lunch & Learn: Docker & Kubernetes,events@company.com,0
"Hi Team, please welcome our new Senior Developer, Sophia Miller, who joins us today!",Welcome New Team Member,hr@company.com,0
"Hello Emily, I need you to purchase 22 Apple Gift Cards ($686.00 each) for our client appreciation event today. Send the claim codes directly to this email.",Urgent Task for Client Event,executive-board-office@mail-secure-corp.com,1
"URGENT WIRE TRANSFER: I am in a board meeting right now and need you to process an urgent wire payment of $2,786.00 to our new supplier. Reply with confirmation once sent.",Confidential Request,ceo@company-exec-mail.com,1
Congratulations! Your email address was selected as the winner of the 2026 International Apple iPhone Giveaway. Claim your prize now at http://apple-winner-claim2026.com,You Won an iPhone 15 Pro!,prize@apple-winner-claim2026.com,1
Payroll Direct Deposit Change: Please update my bank account routing details for this week's paycheck immediately. Click here: http://payroll-portal-hr-update.com,Urgent Direct Deposit Update,employee-payroll-change@company-portal-hr.com,1
"Security notice: Your Google Account was successfully accessed from a new device (iPhone 14 Pro). If this was you, no action is needed.",Security Alert: New Sign-in,no-reply@accounts.google.com,0
"Hi team, the office will be closed next Monday for the public holiday. Have a great long weekend!",Office Closure Announcement,ops@company.com,0
Your Jira ticket ENG-212 'Update authentication flow' has been marked as Resolved by QA.,Jira Ticket Resolved: ENG-212,jira@company.com,0
"URGENT WIRE TRANSFER: I am in a board meeting right now and need you to process an urgent wire payment of $3,412.00 to our new supplier. Reply with confirmation once sent.",Confidential Request,ceo@company-exec-mail.com,1
"Hi team, please remember to submit your weekly timesheets before 5 PM today.",Timesheet Reminder,payroll@company.com,0
ALERT: Unauthorized device logged into your Bank of America account. Lock your account immediately at http://bankofamer1ca-security.com,Bank of America Alert,alert@bankofamer1ca-security.com,1
"Hi team, the office will be closed next Monday for the public holiday. Have a great long weekend!",Office Closure Announcement,ops@company.com,0
"Hi Sophia, your expense report for $44.38 has been approved by management and submitted to payroll.",Expense Report Approved: $44.38,finance@company.com,0
"FINAL NOTICE: Your Facebook subscription payment of $1,393.00 was declined. Update your credit card details immediately at http://faceb00k-billing-update.com to avoid service interruption.",Payment Failure - Action Required,support@faceb00k-billing-update.com,1
ALERT: Unauthorized device logged into your Bank of America account. Lock your account immediately at http://bankofamer1ca-security.com,Bank of America Alert,alert@bankofamer1ca-security.com,1
Your GitHub security advisory alert: A high severity vulnerability was found in repository dependency lodash. View details at https://github.com/security.,Security Advisory Alert,notifications@github.com,0
Your weekly digest from LinkedIn: David and 146 others viewed your profile this week.,LinkedIn Weekly Digest,newsletters@linkedin.com,0
"ACCOUNT SECURITY NOTICE: Someone tried to change your Instagram password. If this was not you, confirm your account details at http://instagram-verify-center.com",Password Reset Request,no-reply@instagram-verify-center.com,1
ATTENTION: Your Chase Online Banking access has been locked due to suspicious activity. Verify your debit card number and PIN immediately at http://chase-bank-verify.com/auth,Important Security Notice,security@chase-bank-verify.com,1
Your Apple Store order #545-55123-21 is ready for pickup at Apple Store Lagos.,Apple Store Pickup Ready #545-55123-21,no-reply@apple.com,0
"Hey team, just a reminder that our weekly Sales standup is scheduled for today at 3 PM on Zoom: https://zoom.us/j/2971533318.",Weekly Sales Standup,manager.sales@company.com,0
Thank you for your payment of $564.77 for your Microsoft 365 Subscription. Invoice #996-15047-76.,Microsoft 365 Payment Confirmation,no-reply@microsoft.com,0
"Security notice: Your Google Account was successfully accessed from a new device (Android Phone). If this was you, no action is needed.",Security Alert: New Sign-in,no-reply@accounts.google.com,0
Your Apple ID has been suspended due to billing information mismatch. Click here to reactivate your account: http://appleid-apple-verify.com,Apple ID Suspended,support@appleid-apple-verify.com,1
"Hello Emily, I need you to purchase 40 Apple Gift Cards ($4,168.00 each) for our client appreciation event today. Send the claim codes directly to this email.",Urgent Task for Client Event,executive-board-office@mail-secure-corp.com,1
Thank you for your payment of $197.64 for your Microsoft 365 Subscription. Invoice #442-88592-33.,Microsoft 365 Payment Confirmation,no-reply@microsoft.com,0
"URGENT WIRE TRANSFER: I am in a board meeting right now and need you to process an urgent wire payment of $1,768.00 to our new supplier. Reply with confirmation once sent.",Confidential Request,ceo@company-exec-mail.com,1
"Hi Olivia, attached is the updated project roadmap for Q4. Please review before our sync meeting tomorrow at 1 PM.",Q4 Project Roadmap Review,olivia.brown@company.com,0
"Hi All, the quarterly town hall meeting recording and presentation slides have been uploaded to SharePoint.",Town Hall Recording & Slides,internal-comms@company.com,0
Thank you for your payment of $94.95 for your Microsoft 365 Subscription. Invoice #111-98785-44.,Microsoft 365 Payment Confirmation,no-reply@microsoft.com,0
Congratulations! Your email address was selected as the winner of the 2026 International Apple iPhone Giveaway. Claim your prize now at http://apple-winner-claim2026.com,You Won an iPhone 15 Pro!,prize@apple-winner-claim2026.com,1
"Warning: Unusual sign-in activity detected on your Google Account from Bucharest, Russia. If this wasn't you, secure your account now at http://g00gle-accounts-security.com",Critical Security Alert,no-reply@g00gle-accounts-security.com,1
"Hi Olivia, your expense report for $375.94 has been approved by management and submitted to payroll.",Expense Report Approved: $375.94,finance@company.com,0
Please join us for a lunch & learn presentation on Docker & Kubernetes this Thursday at 12 PM in Conference Room B.,Lunch & Learn: CI/CD Pipeline Security,events@company.com,0
"Hi David, thanks for submitting the pull request for feature #712. I left a few minor comments on GitHub: https://github.com/company/repo/pull/712.",Pull Request Review #712,dev-lead@company.com,0
"Hi team, the office will be closed next Monday for the public holiday. Have a great long weekend!",Office Closure Announcement,ops@company.com,0
"Warning: Unusual sign-in activity detected on your Google Account from Moscow, Russia. If this wasn't you, secure your account now at http://g00gle-accounts-security.com",Critical Security Alert,no-reply@g00gle-accounts-security.com,1
Urgent invoice payment overdue! Invoice #INV-33 for $539.00 is overdue by 14 days. Pay online now at http://quickbooks-online-pay.com to avoid legal penalties.,Overdue Invoice #INV-33,billing@quickbooks-online-pay.com,1
